	CD14_positive_monocyte	CD16_positive_monocyte	CD4_positive_alpha_beta_T_cell	CD56bright_natural_killer_cell	CD56dim_natural_killer_cell	CD8_positive_alpha_beta_T_cell	MAST_cell	basophil	eosinophil	gamma_delta_T_cell	hematopoietic_progenitor	macrophage_m0	macrophage_m1	macrophage_m2	memory_B_cell	myeloid_dendritic_cell	naive_B_cell	neutrophil	plasma_cell	plasmacytoid_dendritic_cell	natural_killer_cell	monocyte	B_cell	T_cell	granulocyte
COMPLEMENT	0.112768345474018	-0.221761053732715	-0.134389146960672	-0.024934935959453	-0.252491090454125	0.0112276093270823	-0.403210826590803	-0.0399098617498815	0.223606831372255	0.0503672651096294	-0.0119430853748482	0.538446480043648	0.629130448534319	-0.186585011356125	0.0494667846741308	-0.135254420606921	-0.145680767818929	-0.123869860129794	0.0842546184124885	0.241010347834014	-0.267408427572257	-0.143467134486212	-0.110367465428448	-0.129323716658758	0.145963403726068
DNA_REPAIR	-0.179182568626007	0.304428046483172	0.00645328870095947	0.083148345500968	0.000388697209112113	-0.0260449454860188	0.352016521457362	0.0505872385688096	-0.20308739112431	0.0217308608660839	0.107925369836264	-0.574920021984691	-0.268951935911515	0.185181394637773	0.00390645867427303	0.0715167231839365	0.0468777407288385	0.116077027821367	-0.297035386733093	-0.0977023639687877	0.0159694277280102	0.196460903982438	-0.0387783404175085	-0.000362558507283937	-0.116675383184327
E2F_TARGETS	-0.0924229215659846	0.168830122700252	-0.047873500012553	0.0451323363290893	-0.0696391235654662	-0.261900607784941	-0.0408265640238586	0.078143852334111	-0.0146479611582038	0.00928049028504398	0.220908447306536	-0.210844095238789	0.0408562262429539	0.0293515570803785	0.0167770823190093	0.144327285484882	0.105292223405472	0.207811272898551	-0.0227653608453134	-0.13683005736995	-0.0592976410985328	0.121245887014618	0.106337229775393	-0.103440395932619	0.0660858526014054
EPITHELIAL_MESENCHYMAL_TRANSITION	0.141064784454806	-0.262416531119725	-0.0265879159380885	-0.0428143389418199	0.200718090137905	0.130155953720847	-0.117156836775451	-0.0776880200325017	0.0094442958976263	0.0272428542711999	-0.122367488200424	0.411651025861239	-0.114861596040414	-0.0574702407062801	0.0692845568453861	-0.0484634733825004	-0.0215245582169611	-0.114894334644598	0.408259268439224	0.0713038917115929	0.189335427220278	-0.192346534523479	0.0900030807891337	0.0014125379018458	-0.0566396471205182
ESTROGEN_RESPONSE_EARLY	-0.193545118632678	0.295738439910951	0.241425436018673	0.00330799527679869	0.114512511337172	0.202533911108886	0.447500155017462	0.0379679005784443	-0.0847331377152741	-0.08919190659058	-0.288501896516472	-0.426752482500929	-0.407740578140257	0.166509239090448	-0.0672340370051814	-0.150626646520443	-0.116660211842437	-0.0149553456044274	-0.155926195715653	-0.00869776221396749	0.12471466988825	0.169543637490295	-0.188608208487878	0.279554993661104	-0.0988357422239809
ESTROGEN_RESPONSE_LATE	-0.23951840525497	0.339374059983417	0.185688682702131	0.0194378490095483	0.0519149338706708	0.210790697716691	0.456766874604261	0.0389923696402988	-0.0696070955041612	-0.0849311521832775	-0.234575065388512	-0.437398229145248	-0.337344134340293	0.147510071954137	-0.0580500001639953	-0.183113714873404	-0.148412296724503	0.013079792641646	-0.186936760985405	0.00921825870640927	0.063175966252007	0.186446721163217	-0.22706936207019	0.226515633747667	-0.0792379215879562
FATTY_ACID_METABOLISM	-0.0773781444635953	0.141845743539321	0.0558505331920262	0.0658838508417234	0.0442450097558259	0.0817073056527295	0.277710667483672	0.0320143610702898	-0.0363691585739689	0.0458314925613601	-0.0739511650008912	-0.314472879027185	-0.342357148476221	0.141958585791766	-0.00452043874111749	-0.0678733035273826	-0.0530508860095357	0.0317593881557798	-0.270901318362662	0.00736090646753152	0.0536263592277324	0.0959906575044324	-0.133199840044346	0.0732857068712394	-0.0202726880895194
G2M_CHECKPOINT	-0.0682771126997548	0.137311306090362	-0.0279550377454957	0.0398158276405107	-0.0459002722965002	-0.297170170299591	-0.0904228138195118	0.0897943407537432	0.00108399093523273	0.00061367710117545	0.226543604707099	-0.174077134238313	0.0311457774549638	0.016963639392084	0.00401312826180962	0.153708268340084	0.123899147713798	0.214984452331657	0.0273295029961363	-0.132287950887406	-0.0354126683472726	0.105254485451811	0.140763840704739	-0.0904473824988696	0.0794760489173122
GLYCOLYSIS	-0.121672464419282	0.187989939530432	-0.239492882166393	0.00887830588470984	-0.0199697982229087	-0.120568738621024	0.212216976582871	0.080223149225152	-0.0474391023773033	0.018689883630718	0.124842939715343	-0.351396223963913	-0.278416040447863	0.124132993251053	0.0355518629676846	0.0304516507866589	-0.0379695201800789	0.276463003466171	0.026474452102352	0.00800439077493746	-0.0162297937856766	0.104168116346243	-0.00544404788763535	-0.257889045716808	0.0556097799978048
HEDGEHOG_SIGNALING	0.131709641354125	-0.146083512876402	0.0884850128082129	0.0151153477194933	0.167598564965692	-0.0598168473736549	-0.113343970505661	0.0699253225675639	-0.0231042864762505	0.0166886433466602	0.0241053048815696	0.112147699992293	-0.203160583482279	0.0384784372742833	0.022645776117993	0.0461076268233334	0.0814081141455549	0.0292213906538588	0.21280392181864	-0.113712602372638	0.174011743272804	-0.0496406784170166	0.14231819350752	0.0785221000164792	-0.00352434203461334
HEME_METABOLISM	0.0147005161520529	0.124709286127327	0.0922528573894865	0.038214429748229	0.126026238721245	-0.156816661975067	0.166343862228058	0.0925484071475188	-0.0912573931551282	0.00930596532145779	0.0795262679644242	-0.445142128888913	-0.368896540351636	0.184996702414013	-0.0129306311204896	0.11294589884136	0.0628518119390999	0.0952255849182232	-0.254982919262087	-0.0999740141155081	0.139402577401706	0.156772313738603	-0.0129512573955313	0.060305891033417	-0.028573860715636
HYPOXIA	0.175951131883145	-0.27496982092337	-0.191111857526061	-0.055725910161516	0.223921381297284	0.0554454493497541	-0.003561864934096	-0.0706744235122349	-0.0458939757611878	-0.0278244147414008	0.0232401568937745	0.112758187210308	-0.25319593145497	0.0728144437261611	0.0660840959223941	0.106603703428274	0.0449304567947635	0.00192652623556189	0.146778004867859	0.0125414893219404	0.217377741678444	-0.179909462191001	0.0856741803761882	-0.176375566358135	-0.0424922571964762
IL2_STAT5_SIGNALING	0.161303334722584	-0.277111420396431	-0.0210046115967427	-0.00514204492846863	-0.160608831331447	0.0740804376196978	-0.341560970875821	-0.119506943360929	0.0929958221537117	0.0241930215764196	-0.00477204156854937	0.54717792638153	0.523051936444796	-0.205475511255923	0.00713575678234703	-0.0225901279596011	0.0727846250151316	-0.215457367819137	0.0668427529404256	0.0199183807150379	-0.167730388670306	-0.184682579587852	0.100023464258919	-0.00742611731923872	0.0153208645591921
IL6_JAK_STAT3_SIGNALING	0.124144728358497	-0.248446277926421	-0.053393572457478	-0.0060230844110807	-0.194713840448923	0.00726109898214127	-0.357658662820299	-0.10773330686377	0.107942081353017	0.00150246588690306	0.0203033107589391	0.50030476855439	0.624902297952729	-0.221350353328213	0.0134357018184319	0.00485564580193677	0.0607284940787233	-0.177260601907366	0.0613648113084065	0.0420003565150824	-0.201602840201812	-0.177478461750294	0.0838281073569515	-0.0551302206592598	0.0434775707473683
INFLAMMATORY_RESPONSE	0.171301755813329	-0.299323473289181	-0.0855210756993229	-0.0316957700254657	-0.1582857757636	-0.0362987281783257	-0.437301903278464	-0.0595734664838819	0.168757431644904	0.0239071523795507	-0.00689546443073951	0.591462579211804	0.595357921144469	-0.221271624809524	0.0195725161117223	0.00321094273960993	0.00778614750606969	-0.158496809778977	0.156353599781166	0.0878295427945327	-0.17027122236505	-0.190603210004888	0.0649431179164607	-0.0921801893060789	0.0932326508995755
INTERFERON_ALPHA_RESPONSE	-0.098843160172101	0.091666835798702	-0.0586120116667739	-0.016450113263661	-0.36278530652254	0.0204028637838795	-0.227862789071251	0.0356513643460371	0.153973897253	-0.0216449254923306	-0.00883652247974503	0.245595330543376	0.727282178578347	-0.220474829924492	-0.0145148098155321	-0.119391820639238	-0.220410444239103	-0.120370581354635	-0.0278794112183549	0.194262205382744	-0.372835867052905	0.0379600416761039	-0.221113531954586	-0.0520585789915334	0.0980906463445498
INTERFERON_GAMMA_RESPONSE	0.00325571177468734	-0.0661202455338689	-0.0631106780798017	-0.0190205593609774	-0.323363093840249	0.0153022293350514	-0.346645543330475	-0.0135174788446374	0.180931091535049	-0.00733210212671619	0.00289896548095329	0.425844345217041	0.760330393603686	-0.257958209834892	-0.012102005339442	-0.096013069352861	-0.152221742014485	-0.163262319656301	0.0351510560626946	0.191907828187698	-0.333294227879996	-0.0591968463733955	-0.134657996596818	-0.0585743684234162	0.104031231985329
KRAS_SIGNALING_DN	-0.150154579439628	0.132180872652112	-0.134990047545477	-0.022198395952052	-0.136234035154709	0.036372263296343	0.121707262108076	-0.0388886629764085	0.0208957567512933	-0.0131911110523333	-0.00670866486092551	-0.196528244946794	0.00162898408967867	0.0073564984028526	-0.0356622655241639	0.0219427718794473	0.0418702818345248	0.101399729806233	-0.0331473630647904	-0.00832149932363458	-0.140084436760906	0.0129624801883499	0.0279108609468582	-0.129111685821192	0.0357192559265973
KRAS_SIGNALING_UP	0.215391860424516	-0.369861975882606	-0.028148427971434	-0.0544863704559604	-0.0112192804563517	0.0657753750686163	-0.39583690047995	-0.0582786126014252	0.186529259827186	0.0233859898842991	-0.000401890558411656	0.552964028103434	0.28649347432786	-0.151625267590161	0.0306609270590078	-0.0634936762954986	-0.0508497605610271	-0.130142715898803	0.154488928922619	0.181918408110185	-0.0273117049948349	-0.239106724509394	-0.0120377190061297	-0.0132824616061091	0.0981686908322699
MITOTIC_SPINDLE	-0.0584974429833714	0.134028336638986	0.0533628702649962	0.0425781287431994	0.0539205652385482	-0.299426218632198	0.00338151421640693	0.111052157798394	-0.0436929647757557	6.67277575588366e-06	0.15966504038265	-0.250965338761833	-0.178348466410782	0.103705730339338	0.00304703589944849	0.095111978157129	0.108168407350317	0.181577972242992	0.0308784214085353	-0.15977718185661	0.0673123953002609	0.109699382631912	0.124793909807293	-0.00815887036797723	0.0321705770587814
MTORC1_SIGNALING	-0.0705011390729808	0.115090561917879	-0.107716750601057	0.0129364802943225	0.00388560886516664	-0.295611204065053	0.0134418431465994	0.0766681490452889	-0.0408545636738904	0.0455490844771497	0.195509029636617	-0.190946795274371	-0.060625364786494	0.0302733981842307	0.0204020751350056	0.159837518546633	0.0880684101029409	0.22617104608272	0.0660310756593861	-0.132882048856742	0.00928576375553338	0.0752688224242683	0.134077618480357	-0.165383411202771	0.0612498057485331
MYC_TARGETS_V1	-0.0762397579768392	0.138785609549643	0.0793239497732481	0.0508698434620584	0.170627998782293	-0.0870219071429675	0.265895003599562	-0.0405284216342679	-0.251267525288116	-0.00832310287005027	0.203361523015294	-0.491120134415671	-0.319804512538538	0.163515440945173	0.00398503767051608	0.240662330995948	0.256924172739271	0.0826681787640051	-0.198360822343169	-0.249310409146716	0.184421150005967	0.0927431966476557	0.191575079449578	0.0546747257878397	-0.166126767933326
MYC_TARGETS_V2	-0.0757354488496598	0.155931988955059	-0.0952485931977327	0.055756983856221	-0.004692223735372	-0.120610534306722	0.19787470355907	-0.0131044799442366	-0.17056205222078	0.0235817454272685	0.155682099722224	-0.410585539674718	-0.0936298632161443	0.0767559085382735	0.0284444767493018	0.212436664340618	0.201314235509528	0.136796767620933	-0.202312251523281	-0.187171312635739	0.0061435207214565	0.110149029077544	0.149628268863521	-0.124664787484427	-0.0796381968553754
MYOGENESIS	-0.0264604127892537	0.018540528821476	-0.0568072700144375	0.00600188413227389	0.0596944593765674	0.288736480562628	0.25449095958071	-0.0631782504522908	-0.0352319517851811	-0.0153626630241417	-0.13078028503124	-0.000771735574537172	-0.283138914700807	0.0629563056156152	-0.00763233497594474	-0.131163859116247	-0.0669428522404828	-0.0452304882022988	-0.0215383974064259	-0.0150546838344132	0.0619995230096195	-0.0179170288316827	-0.0842189972342047	0.00287350979533275	-0.0694557264330802
NOTCH_SIGNALING	0.13177711034363	-0.236249564529124	-0.115357289529049	-0.0416681706769667	0.126451347893171	-0.0302117313525454	-0.139393713776311	-0.0390536936946123	0.0579315803156441	0.0440785481340505	0.0335791622185824	0.195671077682001	-0.229767975657836	-0.016573783846572	0.0298489129897551	-0.0307259079453392	0.00983484851670893	0.0741719707597417	0.228021849211524	0.122650305401281	0.115535049976463	-0.178188965130005	0.0872797430127743	-0.117909268069035	0.0452080357181822
OXIDATIVE_PHOSPHORYLATION	-0.134303515127212	0.223020968901531	0.0194684252226592	0.0588732243653723	0.0865713678867405	0.0452634829266555	0.390476314474168	-0.0016675684034201	-0.198483942839595	0.0413811876689174	0.0707002767086559	-0.53699705600262	-0.393999725975041	0.186831621813584	0.0132463469688153	0.0633946687649906	0.0366381376622242	0.0828787858590914	-0.278074280145916	-0.0746188212945753	0.098468117624528	0.139391348877487	-0.043218274497887	0.0297097246070697	-0.129840135599302
P53_PATHWAY	-0.0757080195131593	0.0828581449630416	-0.102131431057888	-0.0286412258359626	-0.032368022168675	0.217045430477981	0.205108597813725	0.00375921698516552	-0.0285932227667467	0.0219598867442473	-0.143274328058458	-0.0800571986553188	-0.209769554684294	0.0631690430332322	-0.0273354116764367	-0.118829934392877	-0.174138025109702	0.0482544131856122	0.0323600328653453	0.118899209925259	-0.0375074410588274	0.0267958996839759	-0.164008383358001	-0.0523528774779647	-0.0183971766026458
PANCREAS_BETA_CELLS	0.0136242080378397	0.0610952059406613	0.157767374891072	0.0310901838107549	0.220230723622059	-0.0538995621716708	0.12891228167643	0.0135968673490586	-0.212720537654127	-0.0100547817222874	0.141937667008413	-0.288238550817004	-0.24512322983471	0.153406768574726	0.00539675320040757	0.143182416287646	0.0898971082194915	-0.000894823034343449	-0.149385327463282	-0.142674439551092	0.231092909272164	0.0909323701980597	0.0379298713134612	0.141307756102658	-0.152243296322872
PEROXISOME	-0.213267770982138	0.354826870554671	0.114986793686023	0.0498590963634841	-0.0237038222890048	0.0135449929025375	0.380363827369609	0.083116379093692	-0.07931015707982	-0.0137798431974119	-0.0468799710914289	-0.494098688720789	-0.306219014829191	0.165574522023625	-0.0515770320174181	-0.0781146871299031	-0.101263703795423	0.100562097143005	-0.209331807473771	-0.0364859719935056	-0.012814382234976	0.240285473018192	-0.163083109381686	0.117895102385981	-0.0280987320141449
PI3K_AKT_MTOR_SIGNALING	-0.149859006596909	0.221745074797127	0.0770573860972244	0.0608748213741372	-0.0516843116015865	-0.0994737517166765	0.0802782464741857	0.123927479865786	-0.014261387165735	-0.00908414229936734	0.0421106073114886	-0.294053279874875	-0.16393349940031	0.0645095422860398	-0.0326226955626007	0.0216090151623055	0.00856743882190289	0.123419756077469	-0.0839872759253508	-0.0403022667434581	-0.0390818175220282	0.126024411696436	0.0016547177548376	0.0558252775807084	0.0271076422522188
PROTEIN_SECRETION	0.015674996133052	0.0668853171732415	0.185274435246974	0.0162185641192462	0.289930184753685	-0.157250453973656	0.0886583660027428	0.147988745478395	-0.0357208544891119	0.00820118439712735	0.0702011390287387	-0.280851846987731	-0.49938991656064	0.136387996076489	-0.0314767674214268	0.0788814512206764	0.0379267712005015	0.136065854108493	-0.0198440650830058	-0.090339085055025	0.300779637151642	0.0969287818322395	0.022767631319069	0.157321586629998	0.0130352774328565
REACTIVE_OXYGEN_SPECIES_PATHWAY	-0.0423082675794067	0.04685060022089	-0.164723426811582	0.0254346711367171	-0.173347160395962	0.0557499424284439	0.106837608695094	-0.0704694280668415	-0.0256022825441766	0.0193239844146976	0.0755144220048227	-0.0774183125162788	0.0206500106576306	0.0828359508766909	0.00539936627866744	-0.0912320742785257	-0.0392865888281688	0.0435589785579229	-0.182881004510085	0.0396081972285647	-0.172022679753612	0.0190533311438422	-0.0847710538627185	-0.151170173338371	0.0054738990938759
SPERMATOGENESIS	-0.113774472034749	0.205848149494167	-0.0929451631824741	0.0386068103221734	-0.0621398792915036	-0.257500058480376	0.0530642942257643	0.119112549860594	-0.00898062661693093	-0.000629330061126168	0.163670059568919	-0.366830430703011	-0.0937956898960641	0.077509930820821	0.0121065782263968	0.142957922596973	0.0430923692142988	0.230158309297456	-0.102736086480745	-0.0677274568399835	-0.0519138821655949	0.142261161386989	0.0292073173123013	-0.143058541670787	0.0819027391848671
TGF_BETA_SIGNALING	0.148985188277592	-0.177848894328466	0.186341696998788	-0.0502323315319813	0.37434656900294	0.0823244316458487	0.0419103130906052	-0.025909773580721	-0.0884692434924622	-0.0547666822916347	-0.0700881003633405	0.0691940129198355	-0.443371095425001	0.0579594431425588	-0.0414562999442943	0.0590828626308549	0.100415915713322	-0.101528405252256	0.178297107539838	-0.101516245804343	0.373692564931459	-0.0884712731657561	0.133300363051445	0.198415986208433	-0.114812913614499
TNFA_SIGNALING_VIA_NFKB	0.178808600613693	-0.329538516569686	-0.0907880032328777	-0.0527927037379498	-0.0585509696404186	0.0295955240544793	-0.370365223884971	-0.084885047765751	0.132193914167088	-0.0066950079480049	-0.0308822798123903	0.485556306513927	0.433910004122932	-0.176642958575138	0.0257132500224026	0.0650437922997142	0.0132812361817538	-0.129581455212864	0.172586224926498	0.102506577703928	-0.0713789837738021	-0.223521681402134	0.0620947092091966	-0.0874074901375136	0.0752421771138649
UNFOLDED_PROTEIN_RESPONSE	-0.0907134885955761	0.191167672790171	0.0390735631199811	0.0321237349917336	0.158490170750733	-0.169104020620497	0.23162567042394	0.0734803883171188	-0.165214248723087	-0.00351864196342379	0.163528009762898	-0.489661971243214	-0.352414514384579	0.167820977818122	0.00440406343432998	0.186710609057981	0.126876398050336	0.174687705451965	-0.101588880722943	-0.183345679856484	0.170435204478237	0.151281859579941	0.102596778164522	0.00446819625354629	-0.0668957288895477
UV_RESPONSE_DN	0.16435723311782	-0.203549074610387	0.208979540767214	-0.0421976764585126	0.405689534159875	0.0327140393516015	-0.000440534065328538	-0.0124029498110111	-0.0554496064457236	-0.0246063906801381	-0.065225363258855	0.0494276564190336	-0.468349898689146	0.0659409306892311	-0.00368266718616039	0.0492534117998141	0.0967379624319245	-0.0784861054308075	0.158411358068278	-0.047054531994501	0.405410202589727	-0.102093937292585	0.125657888062396	0.215449745915655	-0.0857261364671464
UV_RESPONSE_UP	-0.0463926227847863	0.0373256085899971	-0.14727588845445	-0.0335995851336346	-0.0927902565144128	0.0536626079970493	0.0689806525475623	-0.0625389295642188	-0.0849692651148185	0.0195629882752997	0.144841564700797	-0.0718715818393859	0.169192383573959	0.0242419142159721	0.0609382915591571	0.0367507355426948	-0.0317167397985468	0.00049520690511558	-0.128210780855374	0.00670422447949212	-0.0986187243292053	0.0194119450557599	-0.067554750291456	-0.136468930656295	-0.0450569908291257
WNT_BETA_CATENIN_SIGNALING	0.138496869849958	-0.176380408788443	0.00940808825256323	-0.0219133198625647	0.150994156729576	0.0179869032413776	-0.0028067518796231	-0.0777226982032849	-0.112446811562441	-0.0158283541732731	0.0763430864458362	-0.00941138144404927	-0.23601315562752	0.0771259767583374	0.0255466662833363	0.0881894852301491	0.156961613535306	-0.0363935647197626	0.0225173078823139	-0.0620901199130877	0.150092393548418	-0.110596199660097	0.159471067614495	0.0147580239555728	-0.104329307700704
XENOBIOTIC_METABOLISM	-0.128053602071378	0.158548593056313	-0.0321835139983994	0.00190060750097359	-0.0539636451544001	0.162900645876211	0.28257790433336	0.00205698680338518	0.0170558246692316	0.0340540745334206	-0.184989014269146	-0.203815992710842	-0.147321193038371	0.100190950113882	-0.0226974777378489	-0.182904869655015	-0.219627330349791	-0.0192678393313228	-0.219321980486882	0.175016658512496	-0.0555420160551727	0.0743676577805151	-0.28784560574926	0.00689682062208923	-0.00715498856844768
